Type	Rank	Freq	Range	NormFreq	NormRange
do estado do rio de janeiro	263	102	1	1148.002	1.000
paulo henrique de oliveira carlos alberto	283	98	1	1102.983	1.000
práticas de linguagem objetos de conhecimento	283	98	1	1102.983	1.000
revista brasileira de políticas públicas brasília	287	96	1	1080.473	1.000
de linguagem objetos de conhecimento habilidades	295	94	1	1057.963	1.000
serviço brasileiro de apoio às micro	295	94	1	1057.963	1.000
rio de janeiro rio de janeiro	298	93	1	1046.708	1.000
do estado do rio grande do	300	92	1	1035.453	1.000
in processo arquivo da secção de	300	92	1	1035.453	1.000
processo arquivo da secção de heráldica	300	92	1	1035.453	1.000
rio grande do sul porto alegre	307	91	1	1024.198	1.000
ano unidades temáticas objetos de conhecimento	310	90	1	1012.943	1.000
iea all rights reserved world energy	310	90	1	1012.943	1.000
º ano unidades temáticas objetos de	310	90	1	1012.943	1.000
fundação de amparo à pesquisa do	333	87	1	979.178	1.000
de amparo à pesquisa do estado	350	85	1	956.669	1.000
universidade federal de santa catarina ufsc	350	85	1	956.669	1.000
axonal com br orbit com visão	358	83	1	934.159	1.000
com br orbit com visão geral	358	83	1	934.159	1.000
do rio grande do sul porto	358	83	1	934.159	1.000
cidade vol issn doi rdc revista	368	82	1	922.904	1.000
da cidade vol issn doi rdc	368	82	1	922.904	1.000
direito da cidade vol issn doi	368	82	1	922.904	1.000
doi rdc revista de direito da	368	82	1	922.904	1.000
issn doi rdc revista de direito	368	82	1	922.904	1.000
rdc revista de direito da cidade	368	82	1	922.904	1.000
vol issn doi rdc revista de	368	82	1	922.904	1.000
all rights reserved world energy outlook	387	80	1	900.394	1.000
reserved world energy outlook annexes table	387	80	1	900.394	1.000
rights reserved world energy outlook annexes	387	80	1	900.394	1.000
support private demand edler manchester institute	387	80	1	900.394	1.000
anais da academia pernambucana de ciência	400	78	1	877.884	1.000
assembleia legislativa do rio grande do	400	78	1	877.884	1.000
da academia pernambucana de ciência agronômica	400	78	1	877.884	1.000
diário oficial da república federativa do	400	78	1	877.884	1.000
escola superior de educação do instituto	400	78	1	877.884	1.000
oficial da república federativa do brasil	400	78	1	877.884	1.000
do rio de janeiro rio de	418	77	1	866.629	1.000
de educação do instituto politécnico de	420	76	1	855.374	1.000
de pessoal de nível superior capes	420	76	1	855.374	1.000
gas electricity heat bioenergy other renewables	420	76	1	855.374	1.000
natural gas electricity heat bioenergy other	420	76	1	855.374	1.000
superior de educação do instituto politécnico	420	76	1	855.374	1.000
instituto nacional de propriedade industrial inpi	432	75	1	844.119	1.000
caagr iea all rights reserved annex	438	74	1	832.864	1.000
da assembleia legislativa do rio grande	438	74	1	832.864	1.000
legislativa do rio grande do norte	438	74	1	832.864	1.000
planejamento estratégico da assembleia legislativa do	438	74	1	832.864	1.000
federal do rio grande do norte	461	73	1	821.609	1.000
caagr iea all rights reserved world	467	72	1	810.355	1.000
da universidade federal de santa catarina	467	72	1	810.355	1.000
do trabalho nas dinâmicas de inovação	467	72	1	810.355	1.000
educação gráfica brasil bauru design aided	467	72	1	810.355	1.000
gráfica brasil bauru design aided science	467	72	1	810.355	1.000
laboratórios de inovação no setor público	467	72	1	810.355	1.000
organização do trabalho nas dinâmicas de	467	72	1	810.355	1.000
wind geothermal solar pv csp marine	467	72	1	810.355	1.000
universidade federal de santa catarina florianópolis	493	71	1	799.100	1.000
empresa brasileira de pesquisa agropecuária embrapa	495	70	1	787.845	1.000
esc guerra nav rio de janeiro	495	70	1	787.845	1.000
reunir revista de administração ciências contábeis	495	70	1	787.845	1.000
bioenergy other renewables industry coal oil	509	68	1	765.335	1.000
bioenergy other renewables other energy sector	509	68	1	765.335	1.000
bioenergy other renewables power sector coal	509	68	1	765.335	1.000
capacity coal oil natural gas nuclear	509	68	1	765.335	1.000
co coal oil natural gas power	509	68	1	765.335	1.000
coal oil natural gas power sector	509	68	1	765.335	1.000
conhecimento habilidades º ano º ano	509	68	1	765.335	1.000
consumption coal oil natural gas electricity	509	68	1	765.335	1.000
consumption coal oil transport natural gas	509	68	1	765.335	1.000
de conhecimento habilidades º ano º	509	68	1	765.335	1.000
de inovação evidências na administração pública	509	68	1	765.335	1.000
demand coal oil natural gas nuclear	509	68	1	765.335	1.000
demand mtoe shares caagr iea all	509	68	1	765.335	1.000
designer como promo tor de tecnologias	509	68	1	765.335	1.000
dinâmicas de inovação evidências na administração	509	68	1	765.335	1.000
electricity generation twh shares caagr iea	509	68	1	765.335	1.000
electricity total final consumption coal oil	509	68	1	765.335	1.000
energy demand mtoe shares caagr iea	509	68	1	765.335	1.000
energy sector electricity total final consumption	509	68	1	765.335	1.000
estratégico da assembleia legislativa do rio	509	68	1	765.335	1.000
final consumption coal oil natural gas	509	68	1	765.335	1.000
final consumption coal oil transport natural	509	68	1	765.335	1.000
gas power sector coal oil natural	509	68	1	765.335	1.000
generation twh shares caagr iea all	509	68	1	765.335	1.000
hydro bioenergy other renewables other energy	509	68	1	765.335	1.000
hydro bioenergy other renewables power sector	509	68	1	765.335	1.000
industry coal oil natural gas electricity	509	68	1	765.335	1.000
linguagem objetos de conhecimento habilidades º	509	68	1	765.335	1.000
lusófona de educação revista lusófona de	509	68	1	765.335	1.000
mtoe shares caagr iea all rights	509	68	1	765.335	1.000
nas dinâmicas de inovação evidências na	509	68	1	765.335	1.000
natural gas power sector coal oil	509	68	1	765.335	1.000
objetos de conhecimento habilidades º ano	509	68	1	765.335	1.000
oil natural gas power sector coal	509	68	1	765.335	1.000
other energy sector electricity total final	509	68	1	765.335	1.000
other renewables industry coal oil natural	509	68	1	765.335	1.000
other renewables other energy sector electricity	509	68	1	765.335	1.000
para inovação em pesquisa cientí fica	509	68	1	765.335	1.000
primary demand coal oil natural gas	509	68	1	765.335	1.000
renewables industry coal oil natural gas	509	68	1	765.335	1.000
renewables other energy sector electricity total	509	68	1	765.335	1.000
rev de direito inovação propriedade intelectual	509	68	1	765.335	1.000
revista pauta geral estudos em jornalismo	509	68	1	765.335	1.000
scenario co emissions mt shares caagr	509	68	1	765.335	1.000
scenario electricity generation twh shares caagr	509	68	1	765.335	1.000
scenario energy demand mtoe shares caagr	509	68	1	765.335	1.000
sector electricity total final consumption coal	509	68	1	765.335	1.000
total capacity coal oil natural gas	509	68	1	765.335	1.000
total co coal oil natural gas	509	68	1	765.335	1.000
total final consumption coal oil natural	509	68	1	765.335	1.000
total generation coal oil natural gas	509	68	1	765.335	1.000
total primary demand coal oil natural	509	68	1	765.335	1.000
trabalho nas dinâmicas de inovação evidências	509	68	1	765.335	1.000
twh shares caagr iea all rights	509	68	1	765.335	1.000
